source_code,source_concept_id,source_vocabulary_id,source_code_description,relationship_id,target_concept_id,target_vocabulary_id,valid_start_date,valid_end_date,invalid_reason
"PHEN10","2061508917","MIMIC4","Phenoxybenzamine HCl","Maps to","1335301","RxNorm","2025-05-07","2099-12-31",
"51063","2061503831","MIMIC4","Osmolality, Stool|Stool|Chemistry","Maps to","3007256","LOINC","2025-05-07","2099-12-31",
"31649","2061502933","MIMIC4","Bronchoscopy, rigid or flexible, including fluoroscopic guidance, when performed; with removal of bronchial valve(s), each additional lobe (List separately in addition to code for primary procedure)","Maps to","43528052","CPT4","2025-05-07","2099-12-31",
"HISPANIC/LATINO - HONDURAN","2061507737","MIMIC4","HISPANIC/LATINO - HONDURAN","Maps to","2061507737","MIMIC4","2025-05-07","2099-12-31",
"ONCE","2061508805","MIMIC4","ONCE","Maps to","4226232","SNOMED","2025-05-07","2099-12-31",
"223873","2061500547","MIMIC4","Paw High","Maps to","2061500547","MIMIC4","2025-05-07","2099-12-31",
"LU ANT FOREARM MEDIAL","2061508179","MIMIC4","LU Ant Forearm Medial","Maps to","2061508179","MIMIC4","2025-05-07","2099-12-31",
"62355","2061505187","MIMIC4","Removal of previously implanted intrathecal or epidural catheter","Maps to","2110627","CPT4","2025-05-07","2099-12-31",
"90841","2061506227","MIMIC4","SAPROCHAETE (FORMERLY GEOTRICHUM) CAPITATA","Maps to","4238539","SNOMED","2025-05-07","2099-12-31",
"25115","2061502416","MIMIC4","Radical excision of bursa, synovia of wrist, or forearm tendon sheaths (eg, tenosynovitis, fungus, Tbc, or other granulomas, rheumatoid arthritis); flexors","Maps to","2104099","CPT4","2025-05-07","2099-12-31",
"227351","2061501662","MIMIC4","PA Catheter Dressing Occlusive","Maps to","2061501662","MIMIC4","2025-05-07","2099-12-31",
"BLEO15I","2061506767","MIMIC4","Bleomycin","Maps to","1329241","RxNorm","2025-05-07","2099-12-31",
"224406","2061500744","MIMIC4","VEN Lumen Volume","Maps to","1988362","LOINC","2025-05-07","2099-12-31",
"Q1H PER MOVIPREP PROTOCOL","2061509098","MIMIC4","Q1H PER MOVIPREP PROTOCOL","Maps to","4023341","SNOMED","2025-05-07","2099-12-31",
"51112","2061503879","MIMIC4","Basophils|Ascites|Hematology","Maps to","3032363","LOINC","2025-05-07","2099-12-31",
"227622","2061501768","MIMIC4","Tunneling Present #9","Maps to","2061501768","MIMIC4","2025-05-07","2099-12-31",
"51269","2061504033","MIMIC4","Promyelocytes|Blood|Hematology","Maps to","3011587","LOINC","2025-05-07","2099-12-31",
"70057","2061505404","MIMIC4","Rapid Respiratory Viral Screen & Culture","Maps to","2061505404","MIMIC4","2025-05-07","2099-12-31",
"52044","2061504586","MIMIC4","Osmolality, Urine|Urine|Blood Gas","Maps to","3026782","LOINC","2025-05-07","2099-12-31",
"228337","2061501968","MIMIC4","CAM-ICU MS Change (228337)","Maps to","2061501968","MIMIC4","2025-05-07","2099-12-31",
"67108","2061505313","MIMIC4","Repair of retinal detachment; with vitrectomy, any method, including, when performed, air or gas tamponade, focal endolaser photocoagulation, cryotherapy, drainage of subretinal fluid, scleral buckling, and/or removal of lens by same technique","Maps to","2111038","CPT4","2025-05-07","2099-12-31",
"MONT5","2061508545","MIMIC4","Montelukast Sodium","Maps to","1154161","RxNorm","2025-05-07","2099-12-31",
"BIMA.03E","2061506758","MIMIC4","Lumigan 2.5mL Dropper Bottle","Maps to","19074220","RxNorm","2025-05-07","2099-12-31",
"FPS45L","2061507560","MIMIC4","Fleet Phospho-Soda 45mL Bottle","Maps to","991732","RxNorm","2025-05-07","2099-12-31",
"32609","2061502963","MIMIC4","Thoracoscopy; with biopsy(ies) of pleura","Maps to","4022011","SNOMED","2025-05-07","2099-12-31",
"223801","2061500521","MIMIC4","NMB Medication","Maps to","2061500521","MIMIC4","2025-05-07","2099-12-31",
"51134","2061503900","MIMIC4","Acanthocytes|Blood|Hematology","Maps to","3019416","LOINC","2025-05-07","2099-12-31",
"90003","2061505730","MIMIC4","PENICILLIN G","Maps to","1728416","RxNorm","2025-05-07","2099-12-31",
"37205","2061503111","MIMIC4","Transcatheter placement of an intravascular stent(s) (except coronary, carotid, vertebral, iliac, and lower extremity arteries), percutaneous; initial vessel","Maps to","2108344","CPT4","2025-05-07","2099-12-31",
"15821","2061500207","MIMIC4","Blepharoplasty, lower eyelid; with extensive herniated fat pad","Maps to","2102458","CPT4","2025-05-07","2099-12-31",
"ARTI3.5O","2061506584","MIMIC4","Artificial Tear Ointment 3.5 gm Tube","Maps to","19126023","RxNorm","2025-05-07","2099-12-31",
"227522","2061501725","MIMIC4","KCL (Bolus)","Maps to","40075755","RxNorm","2025-05-07","2099-12-31",
"11463","2061500080","MIMIC4","Excision of skin and subcutaneous tissue for hidradenitis, inguinal; with complex repair","Maps to","2102005","CPT4","2025-05-07","2099-12-31",
"228192","2061501916","MIMIC4","Oxygenator Sweep Rate","Maps to","2061501916","MIMIC4","2025-05-07","2099-12-31",
"228641","2061502035","MIMIC4","EtCO2 Clinical indication","Maps to","2061502035","MIMIC4","2025-05-07","2099-12-31",
"228206","2061501920","MIMIC4","Tandem Heart Access Line Discontinued","Maps to","2061501920","MIMIC4","2025-05-07","2099-12-31",
"15335","2061500187","MIMIC4","Acellular dermal allograft, face, scalp, eyelids, mouth, neck, ears, orbits, genitalia, hands, feet, and/or multiple digits; first 100 sq cm or less, or 1% of body area of infants and children","Maps to","2102353","CPT4","2025-05-07","2099-12-31",
"28270","2061502747","MIMIC4","Capsulotomy; metatarsophalangeal joint, with or without tenorrhaphy, each joint (separate procedure)","Maps to","2105623","CPT4","2025-05-07","2099-12-31",
"THIA100I","2061509547","MIMIC4","Thiamine (THIA100I)","Maps to","19137312","RxNorm","2025-05-07","2099-12-31",
"80018","2061505461","MIMIC4","MORGANELLA MORGANII","Maps to","4348164","SNOMED","2025-05-07","2099-12-31",
"37231","2061503131","MIMIC4","Revascularization, endovascular, open or percutaneous, tibial, peroneal artery, unilateral, initial vessel; with transluminal stent placement(s) and atherectomy, includes angioplasty within the same vessel, when performed","Maps to","40756997","CPT4","2025-05-07","2099-12-31",
"80289","2061505706","MIMIC4","MORAXELLA CATARRHALIS","Maps to","4087087","SNOMED","2025-05-07","2099-12-31",
"CLON5I","2061507009","MIMIC4","CloniDINE (CLON5I)","Maps to","1398937","RxNorm","2025-05-07","2099-12-31",
"BICEPT","2061506740","MIMIC4","bicept","Maps to","4249003","SNOMED","2025-05-07","2099-12-31",
"51926","2061504503","MIMIC4","(Albumin)|Stool|Chemistry","Maps to","40757477","LOINC","2025-05-07","2099-12-31",
"51804","2061504432","MIMIC4","Urea Nitrogen, CSF|Cerebrospinal Fluid|Chemistry","Maps to","3034450","LOINC","2025-05-07","2099-12-31",
"29828","2061502821","MIMIC4","Arthroscopy, shoulder, surgical; biceps tenodesis","Maps to","4259564","SNOMED","2025-05-07","2099-12-31",
"AUGM100L","2061506630","MIMIC4","Amoxicillin-Clavulanate Desensitization (AUGM100L)","Maps to","1713332","RxNorm","2025-05-07","2099-12-31",
"METE2I","2061508311","MIMIC4","Methylergonovine Maleate (METE2I)","Maps to","1305637","RxNorm","2025-05-07","2099-12-31",
"80111","2061505550","MIMIC4","ENTEROCOCCUS AVIUM","Maps to","4338685","SNOMED","2025-05-07","2099-12-31",
"80128","2061505566","MIMIC4","FUSOBACTERIUM NUCLEATUM","Maps to","4139265","SNOMED","2025-05-07","2099-12-31",
"27266","2061502586","MIMIC4","Closed treatment of post hip arthroplasty dislocation; requiring regional or general anesthesia","Maps to","2104940","CPT4","2025-05-07","2099-12-31",
"SEVE400","2061509355","MIMIC4","sevelamer HYDROCHLORIDE 400mg Tablet","Maps to","40163371","RxNorm","2025-05-07","2099-12-31",
"LIQUIDE","2061508115","MIMIC4","Vitamin E (LIQUIDE)","Maps to","19009540","RxNorm","2025-05-07","2099-12-31",
"PPM","2061508996","MIMIC4","ppm","Maps to","9387","UCUM","2025-05-07","2099-12-31",
"BUTT","2061506813","MIMIC4","butt","Maps to","4263335","SNOMED","2025-05-07","2099-12-31",
"RANI150I","2061509180","MIMIC4","Ranitidine (RANI150I)","Maps to","961047","RxNorm","2025-05-07","2099-12-31",
"GLIP10","2061507627","MIMIC4","GlipiZIDE 10 mg Tab","Maps to","19077636","RxNorm","2025-05-07","2099-12-31",
"CEFT1F","2061506908","MIMIC4","CeftAZIDime 1g Frozen Bag","Maps to","46275516","RxNorm","2025-05-07","2099-12-31",
"MG/30 ML","2061508403","MIMIC4","mg/30 mL","Maps to","8861","UCUM","2025-05-07","2099-12-31",
"ESTR0.05T","2061507417","MIMIC4","Estradiol (ESTR0.05T)","Maps to","1548195","RxNorm","2025-05-07","2099-12-31",
"49411","2061503506","MIMIC4","Placement of interstitial device(s) for radiation therapy guidance (eg, fiducial markers, dosimeter), percutaneous, intra-abdominal, intra-pelvic (except prostate), and/or retroperitoneum, single or multiple","Maps to","40756930","CPT4","2025-05-07","2099-12-31",
"227534","2061501736","MIMIC4","Cyclosporine (227534)","Maps to","19010482","RxNorm","2025-05-07","2099-12-31",
"TACR5","2061509495","MIMIC4","Tacrolimus (TACR5)","Maps to","950637","RxNorm","2025-05-07","2099-12-31",
"51222","2061503986","MIMIC4","Hemoglobin|Blood|Hematology","Maps to","3000963","LOINC","2025-05-07","2099-12-31",
"51083","2061503851","MIMIC4","Ethanol, Urine|Urine|Chemistry","Maps to","3010109","LOINC","2025-05-07","2099-12-31",
"(60 MG/ML)","2061505146","MIMIC4","(60 mg/mL)","Maps to","8861","UCUM","2025-05-07","2099-12-31",
"26502","2061502521","MIMIC4","Reconstruction of tendon pulley, each tendon; with tendon or fascial graft (includes obtaining graft) (separate procedure)","Maps to","2104556","CPT4","2025-05-07","2099-12-31",
"229879","2061502293","MIMIC4","Cannula sites visually inspected (CH)","Maps to","2061502293","MIMIC4","2025-05-07","2099-12-31",
"ARIP9.75I","2061506577","MIMIC4","Aripiprazole (ARIP9.75I)","Maps to","757688","RxNorm","2025-05-07","2099-12-31",
"80263","2061505688","MIMIC4","ORGANISM","Maps to","4259632","SNOMED","2025-05-07","2099-12-31",
"52261","2061504726","MIMIC4","Hypersegmented Neutrophils #|Cerebrospinal Fluid|Hematology","Maps to","3032385","LOINC","2025-05-07","2099-12-31",
"221261","2061500445","MIMIC4","Abciximab (Reopro)","Maps to","2061500445","MIMIC4","2025-05-07","2099-12-31",
"SILV1T","2061509379","MIMIC4","Silver Nitrate Applicator","Maps to","966913","RxNorm","2025-05-07","2099-12-31",
"51399","2061504139","MIMIC4","CD2|Other Body Fluid|Hematology","Maps to","3034427","LOINC","2025-05-07","2099-12-31",
"228866","2061502050","MIMIC4","Plateau Pressure (IABP)","Maps to","4139635","SNOMED","2025-05-07","2099-12-31",
"FEN1250PCA","2061507462","MIMIC4","Fentanyl PCA (FEN1250PCA)","Maps to","44785143","RxNorm","2025-05-07","2099-12-31",
"80284","2061505702","MIMIC4","ACHROMOBACTER (ALCALIGENES) XYLOSOXIDANS SS DENTRIFICANS","Maps to","4187642","SNOMED","2025-05-07","2099-12-31",
"ZOSY2.25I","2061510111","MIMIC4","Piperacillin-Tazobactam Na 2.25 g Frozen Bag","Maps to","46275427","RxNorm","2025-05-07","2099-12-31",
"CEPH500L","2061506925","MIMIC4","Cephalexin (CEPH500L)","Maps to","1786621","RxNorm","2025-05-07","2099-12-31",
"80210","2061505644","MIMIC4","CAPNOCYTOPHAGA SPECIES","Maps to","4329152","SNOMED","2025-05-07","2099-12-31",
"229472","2061502146","MIMIC4","24 Gauge placed in outside facility","Maps to","2061502146","MIMIC4","2025-05-07","2099-12-31",
"51419","2061504159","MIMIC4","Eosinophils|Other Body Fluid|Hematology","Maps to","3021453","LOINC","2025-05-07","2099-12-31",
"13120","2061500144","MIMIC4","Repair, complex, scalp, arms, and/or legs; 1.1 cm to 2.5 cm","Maps to","2102218","CPT4","2025-05-07","2099-12-31",
"50868","2061503648","MIMIC4","Anion Gap|Blood|Chemistry (50868)","Maps to","3037278","LOINC","2025-05-07","2099-12-31",
"WFDB.SIGNAL.ADC.GAIN.AVL","2061509881","MIMIC4","WFDB signal A/D converter gain in lead aVL","Maps to","2061509881","MIMIC4","2025-05-07","2099-12-31",
"227530","2061501732","MIMIC4","IV Immune Globulin (IVIG)","Maps to","2061501732","MIMIC4","2025-05-07","2099-12-31",
"52267","2061504732","MIMIC4","Macrophage#|Cerebrospinal Fluid|Hematology","Maps to","3033163","LOINC","2025-05-07","2099-12-31",
"228294","2061501944","MIMIC4","IO Wristband in place","Maps to","2061501944","MIMIC4","2025-05-07","2099-12-31",
"90155","2061505831","MIMIC4","MOLECULAR CYTOGENETICS-DNA Probe","Maps to","2061505831","MIMIC4","2025-05-07","2099-12-31",
"225640","2061501185","MIMIC4","Differential-Eos","Maps to","4149456","SNOMED","2025-05-07","2099-12-31",
"70036","2061505386","MIMIC4","FLUID WOUND","Maps to","4046837","SNOMED","2025-05-07","2099-12-31",
"228188","2061501914","MIMIC4","Change in Blood Color","Maps to","2061501914","MIMIC4","2025-05-07","2099-12-31",
"225758","2061501239","MIMIC4","RIC Insertion Date","Maps to","2061501239","MIMIC4","2025-05-07","2099-12-31",
"SUBCUT","2061509451","MIMIC4","SUBCUT","Maps to","4142048","SNOMED","2025-05-07","2099-12-31",
"53502","2061504943","MIMIC4","Urethrorrhaphy, suture of urethral wound or injury, female","Maps to","4140843","SNOMED","2025-05-07","2099-12-31",
"24363","2061502373","MIMIC4","Arthroplasty, elbow; with distal humerus and proximal ulnar prosthetic replacement (eg, total elbow)","Maps to","2103931","CPT4","2025-05-07","2099-12-31",
"93540","2061506363","MIMIC4","Injection procedure during cardiac catheterization; for selective opacification of aortocoronary venous bypass grafts, one or more coronary arteries (Deprecated)","Maps to","42738799","CPT4","2025-05-07","2099-12-31",
"225337","2061501084","MIMIC4","IABP Dressing Change","Maps to","2061501084","MIMIC4","2025-05-07","2099-12-31",
"60280","2061505138","MIMIC4","Excision of thyroglossal duct cyst or sinus","Maps to","4287466","SNOMED","2025-05-07","2099-12-31",
"28292","2061502753","MIMIC4","Correction, hallux valgus (bunionectomy), with sesamoidectomy, when performed; with resection of proximal phalanx base, when performed, any method","Maps to","2105631","CPT4","2025-05-07","2099-12-31",
"90408","2061505982","MIMIC4","ENTAMOEBA SP.","Maps to","4242550","SNOMED","2025-05-07","2099-12-31",
"224144","2061500656","MIMIC4","Blood Flow (ml/min)","Maps to","2061500656","MIMIC4","2025-05-07","2099-12-31",
"225443","2061501147","MIMIC4","Nuclear Medicine","Maps to","4155794","SNOMED","2025-05-07","2099-12-31",
"AMIN500","2061506518","MIMIC4","Aminocaproic Acid (AMIN500)","Maps to","1369939","RxNorm","2025-05-07","2099-12-31",
"DEXA10I","2061507216","MIMIC4","Dexamethasone 10mg/mL Vial","Maps to","19076145","RxNorm","2025-05-07","2099-12-31",
"229356","2061502120","MIMIC4","Differential - Immature Granulocytes","Maps to","3050479","LOINC","2025-05-07","2099-12-31",
"225913","2061501339","MIMIC4","Coumadin (Warfarin)","Maps to","2061501339","MIMIC4","2025-05-07","2099-12-31",
"GM","2061507649","MIMIC4","GM","Maps to","8504","UCUM","2025-05-07","2099-12-31",
"51715","2061504376","MIMIC4","Renin|Blood|Chemistry","Maps to","3007808","LOINC","2025-05-07","2099-12-31",
"28103","2061502722","MIMIC4","Excision or curettage of bone cyst or benign tumor, talus or calcaneus; with allograft","Maps to","2105527","CPT4","2025-05-07","2099-12-31",
"MPRED0","2061508571","MIMIC4","Methylprednisolone Sodium Succ","Maps to","1506270","RxNorm","2025-05-07","2099-12-31",
"54400","2061504954","MIMIC4","Insertion of penile prosthesis; non-inflatable (semi-rigid)","Maps to","4073994","SNOMED","2025-05-07","2099-12-31",
"51197","2061503961","MIMIC4","Elliptocytes|Blood|Hematology","Maps to","3000493","LOINC","2025-05-07","2099-12-31",
"SINC50200","2061509385","MIMIC4","Carbidopa-Levodopa CR (50-200)","Maps to","789578","RxNorm","2025-05-07","2099-12-31",
"CLOB0.05S","2061506996","MIMIC4","Clobetasol Propionate 0.05% Soln","Maps to","998415","RxNorm","2025-05-07","2099-12-31",
"26440","2061502508","MIMIC4","Tenolysis, flexor tendon; palm OR finger, each tendon","Maps to","2104501","CPT4","2025-05-07","2099-12-31",
"NEUT","2061508682","MIMIC4","Neutra-Phos Powder Packet","Maps to","19049024","RxNorm","2025-05-07","2099-12-31",
"93526","2061506359","MIMIC4","Combined right heart catheterization and retrograde left heart catheterization (Deprecated)","Maps to","42732626","CPT4","2025-05-07","2099-12-31",
"51406","2061504146","MIMIC4","CD34|Other Body Fluid|Hematology","Maps to","40762032","LOINC","2025-05-07","2099-12-31",
"MEDR150I","2061508255","MIMIC4","Medroxyprogesterone Acetate (MEDR150I)","Maps to","1500211","RxNorm","2025-05-07","2099-12-31",
"226621","2061501522","MIMIC4","Davol","Maps to","2061501522","MIMIC4","2025-05-07","2099-12-31",
"LOPE1/7.5L","2061508142","MIMIC4","Loperamide HCl","Maps to","991876","RxNorm","2025-05-07","2099-12-31",
"50815","2061503595","MIMIC4","O2 Flow|Blood|Blood Gas","Maps to","3005629","LOINC","2025-05-07","2099-12-31",
"51157","2061503922","MIMIC4","CD138|Blood|Hematology","Maps to","3031831","LOINC","2025-05-07","2099-12-31",
"51631","2061504315","MIMIC4","Glycated Hemoglobin|Blood|Chemistry","Maps to","3004410","LOINC","2025-05-07","2099-12-31",
"224792","2061500871","MIMIC4","GI #3 Tube Status","Maps to","2061500871","MIMIC4","2025-05-07","2099-12-31",
"ISMO20","2061507871","MIMIC4","Isosorbide Mononitrate (ISMO20)","Maps to","1383815","RxNorm","2025-05-07","2099-12-31",
"NICABAGNS","2061508704","MIMIC4","0.9% Sodium Chloride (NICABAGNS)","Maps to","967823","RxNorm","2025-05-07","2099-12-31",
"224745","2061500845","MIMIC4","Respiratory Quotient","Maps to","4253820","SNOMED","2025-05-07","2099-12-31",
"24164","2061502364","MIMIC4","Removal of prosthesis, includes debridement and synovectomy when performed; radial head","Maps to","4299537","SNOMED","2025-05-07","2099-12-31",
"15241","2061500180","MIMIC4","Full thickness graft, free, including direct closure of donor site, forehead, cheeks, chin, mouth, neck, axillae, genitalia, hands, and/or feet; each additional 20 sq cm, or part thereof (List separately in addition to code for primary procedure)","Maps to","2102334","CPT4","2025-05-07","2099-12-31",
"BACTDES3","2061506689","MIMIC4","Bactrim Desensitization (BACTDES3)","Maps to","1705674","RxNorm","2025-05-07","2099-12-31",
"226480","2061501460","MIMIC4","Ectopy Frequency 2","Maps to","2061501460","MIMIC4","2025-05-07","2099-12-31",
"MYCO500SM","2061508605","MIMIC4","Mycophenolate Mofetil (MYCO500SM)","Maps to","19003999","RxNorm","2025-05-07","2099-12-31",
"90093","2061505786","MIMIC4","ANAEROBIC BOTTLE (90093)","Maps to","2061505786","MIMIC4","2025-05-07","2099-12-31",
"MIDAZBASE","2061508480","MIMIC4","0.9% Sodium Chloride (MIDAZBASE)","Maps to","967823","RxNorm","2025-05-07","2099-12-31",
"229765","2061502259","MIMIC4","Anxiety/Irritability (COWS)","Maps to","2061502259","MIMIC4","2025-05-07","2099-12-31",
"ST-V5 [MM]","2061509448","MIMIC4","ST-V5 [MM]","Maps to","21490796","LOINC","2025-05-07","2099-12-31",
